"ChildID","SchoolId","Male","Race","SES","FLunch","Age","time0","time1","time2","time3","time7","time11"
"1255016C",1255,1,"White",-0.41,0,64,30.11,48.79,55.89,76.07,143.17,162.68
"1255017C",1255,0,"White",-0.01,0,70,36.97,50.48,58.24,87.49,162.52,178.42
"1255018C",1255,0,"White",-0.18,0,61,29.58,35.27,46.25,64.75,104.3,132.8
"1255019C",1255,1,"White",0.19,0,62,28.08,45.92,51.32,107.07,142.11,170.84
"1255020C",1255,1,"White",0.18,0,60,41.22,63.33,74.84,93.05,133.83,145.51
"1255021C",1255,1,"White",-1.08,0,62,31.11,42.45,50.47,71.64,124.98,150.18
"1255022C",1255,1,"White",-0.05,0,67,42.24,54.09,78.63,108.67,147.74,165.86
"1255023C",1255,0,"White",-0.29,0,63,53.99,94.53,106.22,119.8,140.88,149.91
"1255024C",1255,1,"White",-0.02,0,58,49.47,58.47,67.76,83.22,126.62,149.61
"1265001C",1265,1,"Asian",0.52,0.26,61,45.76,58.5,65.9,98.89,147.28,182.63
"1265002C",1265,0,"Asian",-0.45,36.56,60,34.2,37.22,44.25,64.98,113.36,155.08
"1265003C",1265,1,"Asian",-1.02,0.51,71,104.99,98.71,105.47,145.26,167.66,197.03
"1265004C",1265,0,"Asian",-0.51,36.56,60,47.01,51.34,38.75,68.35,110.73,126.47
"1265005C",1265,0,"Asian",-1.04,5.56,59,24.21,44.83,45.87,68.91,126.09,139.82
"1265006C",1265,1,"Asian",-2.09,35.05,69,28.05,51.58,62.39,105.16,151.74,167.14
"1265008C",1265,1,"Hispanic",0.47,0,62,35.62,59.9,69.32,105.36,126.52,164.16
"1265009C",1265,1,"Hispanic",0.04,35.05,69,38.75,52.94,56.52,76.15,161.34,167.84
"1265011C",1265,1,"Hispanic",-0.16,36.56,63,24.82,39.94,37.07,57.77,103.04,143.01
"1265012C",1265,1,"White",0.34,44.96,66,33.06,53.5,51.15,67.5,108.7,147.61
"1265014C",1265,0,"White",0.75,26.91,67,33.93,47.94,52.14,75.95,112.94,164.94
"1265015C",1265,0,"White",0.13,13.33,60,26.59,39.5,48.63,58.58,85.79,103.02
"1265016C",1265,1,"Black",0.11,44.96,67,45.91,65.46,75.25,123.07,162.21,176.3
"1265017C",1265,0,"Black",0.13,0.47,62,42.08,54.87,64.8,121.56,160.06,168.07
"1265020C",1265,0,"White",0.56,30.93,63,28.69,45.35,50.99,76.01,129.8,159.23
"1265021C",1265,1,"Black",0.56,65.45,64,27.12,49.17,42.22,65.47,130.01,160.11
"1265022C",1265,0,"Hispanic",-0.03,36.56,64,33.43,50.59,52.22,76.06,129.48,153.58
"1265024C",1265,1,"Black",-0.17,74.17,60,27.92,37.11,47.97,74.19,111.49,156.55
"1265025C",1265,0,"Asian",-0.45,36.56,58,26.01,34.9,40.34,59.7,105.67,128.96
"1265026C",1265,0,"Hispanic",-0.16,36.56,63,30.42,49.98,54.02,89.54,136.89,166.54
"1269001C",1269,1,"Asian",0.46,14.37,67,27.64,41.47,47.75,78.52,106.87,109.93
"1269003C",1269,0,"Asian",0.36,35.05,62,45.74,73.73,92.32,114.33,147.71,181.34
"1269006C",1269,1,"Asian",0.51,23.9,59,39.01,46.26,45.13,67.86,129.22,165.03
"1269007C",1269,1,"Hispanic",-0.03,36.56,61,30.78,39.69,36.36,73.48,124.03,126.01
"1269008C",1269,0,"Asian",-0.24,36.56,64,94.02,84.36,102.47,117.85,158.52,182.51
"1269011C",1269,1,"Hispanic",-0.41,36.56,69,57.14,89.39,101.14,142.23,143.31,145.64
"1269012C",1269,0,"Asian",-0.01,0.47,59,35.87,51.35,72.94,104.42,117.95,166.97
"1269013C",1269,0,"Asian",-0.12,36.56,68,44.97,57.54,77.9,127.98,164.9,164.51
"1269014C",1269,0,"Asian",0.18,9.16,66,44.52,66.76,98.91,126.48,138.54,149.91
"1269015C",1269,0,"Hispanic",-0.21,36.56,68,42.25,52.14,65.08,88.1,127.25,145.91
"1269016C",1269,1,"Hispanic",-0.18,36.56,64,34.65,47.14,62.27,91.43,106.34,148.11
"1269017C",1269,1,"Asian",0.05,87.7,62,37.91,49.95,51.99,66.7,118.44,143.64
"1269018C",1269,1,"White",-0.47,36.56,69,35.49,38.45,47.86,48.98,134.42,157.23
"1269019C",1269,1,"Black",0.27,44.96,64,45.6,50.99,66.13,77.94,145.03,149.45
"1269020C",1269,1,"Hispanic",-0.92,5.56,61,29.71,38.55,44.4,63.61,118.06,146.4
"1269021C",1269,0,"Black",0.94,38.62,62,38.46,44.14,38.91,55.74,106.55,148.1
"1269023C",1269,1,"Hispanic",0.59,51.14,66,27.53,31.76,41.27,54.53,106.7,146.88
"1269024C",1269,0,"Hispanic",-0.65,36.56,65,25.99,37.41,49.39,65.13,89.08,105.99
"1271004C",1271,0,"Hispanic",-0.59,36.56,61,25.39,40.21,46.08,69.42,128.82,147.39
"1271018C",1271,0,"Hispanic",-0.41,36.56,68,33.54,43.19,52.58,66.33,105.75,127.96
"1271020C",1271,1,"Asian",-0.09,36.56,67,36.82,41.57,40.31,65.37,134.42,154.12
"1271022C",1271,0,"Hispanic",-0.22,36.56,60,25.16,32.05,33.8,59.94,81.52,123.83
"1271025C",1271,0,"Hispanic",-0.41,36.56,68,29.18,40.71,46.78,76.42,107.66,145
"1273004C",1273,1,"White",0.46,63.02,67,39.93,58.97,53.93,73.38,114.99,166.68
"1273017C",1273,1,"Asian",0.77,63.02,62,41.31,76.23,123.43,128.57,175.21,180.35
"1273018C",1273,0,"Hispanic",0.09,63.02,59,30.84,40.33,44.85,46.83,95.02,126.78
"1273024C",1273,1,"White",0.36,63.02,60,34.6,40.41,48.3,65.46,130.11,165.63
"1274007C",1274,1,"Hispanic",-0.11,29.31,57,37.09,60.08,75.1,105.98,143.86,147.28
"1274010C",1274,1,"Asian",-0.28,26.91,67,31.72,48.37,53.31,88.66,136,158.75
"1274018C",1274,1,"White",0.58,30.93,66,27.1,43.77,47.66,76.02,132.25,164.42
"1274019C",1274,1,"White",-0.56,30.93,62,29.13,38.78,43.49,63.52,85.53,99.93
"1274021C",1274,0,"Hispanic",0.45,93,64,27.85,50.21,50.5,66.34,126.87,136.98
"1275004C",1275,0,"White",-0.2,29.31,59,35.66,38.42,36.75,58.52,120.65,147.1
"1275011C",1275,0,"White",0.71,29.31,68,30.53,49.25,53.86,75.13,124.21,163.85
"1275014C",1275,0,"White",-0.51,29.31,68,29.77,37.44,36.38,58.26,103.39,147.41
"1275017C",1275,0,"White",-0.56,29.31,57,27.12,33.39,40.26,62.47,104.91,133.29
"1275019C",1275,0,"Hispanic",-0.51,29.31,62,28.3,35.53,38.36,46.7,91.75,126.24
"1275021C",1275,1,"White",-0.62,29.31,60,25.58,40.24,46.39,60.69,124.49,146.97
"1275022C",1275,0,"White",-0.44,29.31,68,32.48,39.43,42.13,59.1,105.86,116.19
"1275023C",1275,1,"White",0.63,29.31,66,37.45,47.37,51.24,66.37,140.82,161.08
"1275024C",1275,0,"White",-0.17,29.31,65,26.82,28.95,29.13,47.1,65.9,102.09
"1276010C",1276,1,"Asian",-0.39,26.91,62,30.72,43.85,46.48,60.53,105.63,126.07
"1276018C",1276,1,"Asian",-0.35,26.91,72,34.82,48.24,48.07,88.86,141.85,166.64
"1276019C",1276,0,"Hispanic",-0.73,26.91,66,33.85,43.48,46.81,68.11,143.23,167.71
"1276023C",1276,1,"White",0.69,26.91,62,39.56,43.13,49.09,64.98,110.7,147.31
"1277008C",1277,0,"Asian",1.11,32.95,62,36.95,56,63.66,72.18,126.09,145.88
"1277010C",1277,0,"Hispanic",-0.35,32.95,59,30.67,35.65,41.74,64.73,125.05,123.33
"1277012C",1277,1,"White",-0.33,32.95,61,34.29,43.2,46.8,66.22,127.84,137.25
"1277013C",1277,1,"Hispanic",-0.54,32.95,65,26.44,42.94,49.18,75.32,150.7,169.52
"1277018C",1277,0,"Asian",-0.45,32.95,67,32.69,43.9,46.66,60.46,127.16,145.43
"1277023C",1277,1,"White",0.37,32.95,59,25.73,42.2,41,64.61,124.7,148.83
"2078001C",2078,0,"White",0.24,30.93,62,40.31,53.46,48.98,88.14,152.27,170.42
"2078002C",2078,0,"White",-0.17,30.93,71,34.73,50.62,47.34,81.57,147.71,164.16
"2078004C",2078,0,"White",-0.09,30.93,70,28.45,43.1,49.66,54.58,140.25,154.71
"2078005C",2078,1,"White",0.39,30.93,65,33.37,43.68,45.76,54.4,74.11,104.41
"2078006C",2078,1,"White",0.21,30.93,68,46.08,50.3,57.58,104.82,155.9,170.93
"2078007C",2078,1,"White",-0.4,30.93,61,26.03,31.25,39.61,55.16,87.41,127.91
"2078008C",2078,1,"White",-0.26,30.93,61,28.38,46.43,42.48,42.02,169.03,193.72
"2078009C",2078,1,"White",-0.32,30.93,60,37.73,48.76,50.35,42.66,105.22,166.52
"2078010C",2078,1,"White",-0.32,30.93,61,27.79,45.35,48.01,58.71,141.69,126.55
"2078011C",2078,1,"White",-0.46,30.93,65,32.86,47.01,47.03,69.05,147.09,181.47
"2078012C",2078,1,"White",-0.52,30.93,60,42.42,67.45,74.86,107.38,141.85,169.56
"2078013C",2078,0,"White",-0.06,30.93,66,42.69,51.44,52.16,58.42,146.4,166.07
"2078015C",2078,1,"White",-0.61,30.93,69,45.94,61.98,67.15,109.34,136.96,166.44
"2078016C",2078,0,"White",0.32,30.93,64,27.78,34.66,40.61,57.85,77.69,106.22
"2078017C",2078,1,"White",-0.12,30.93,72,30.12,51.88,88.3,108.18,151.41,192.06
"2078018C",2078,0,"White",-0.43,30.93,60,41.27,50.01,44.04,67.86,104.45,142.97
"2078019C",2078,0,"White",-0.28,30.93,71,32.74,40.45,46.64,52.1,156.65,180.85
"2078020C",2078,0,"White",-0.22,30.93,65,29.48,40.31,40.48,51.28,103.51,115.69
"2078021C",2078,1,"White",0.39,30.93,67,27.71,34.55,33.59,51.81,126.57,147.19
"2078022C",2078,0,"White",-0.12,30.93,61,31.06,48.21,42.04,78.71,146.47,164.78
"2078023C",2078,0,"White",-0.73,30.93,60,33.12,45.8,48.09,58.18,94.7,129.17
"2112002C",2112,0,"White",-0.04,13.33,72,38.87,44.47,47.26,63.34,142.4,165.04
"2112003C",2112,0,"White",0.24,13.33,62,51.25,69.39,80.99,124.56,167.99,171.22
"2112004C",2112,0,"White",0.06,13.33,63,42.87,56.89,68.32,104.42,125.84,170.06
"2112005C",2112,0,"White",0.29,13.33,63,30.13,36.11,44.94,66.41,163.43,167.76
"2112006C",2112,1,"White",1.24,13.33,64,35.47,37.51,41.77,53.58,81.29,145.39
"2112007C",2112,1,"White",0.98,13.33,70,58.64,80.09,88.94,122.76,179.58,188.98
"2112008C",2112,0,"White",1.12,13.33,63,32.94,44.9,50.94,66.82,147.58,125.91
"2112009C",2112,1,"White",0.72,13.33,64,42.52,53.13,52.41,90.44,152.97,161.91
"2112010C",2112,0,"White",0.19,13.33,66,32.2,45.05,42.09,66.04,105.92,133.22
"2112011C",2112,1,"White",0.97,13.33,71,33.44,35.61,40.18,76.57,132.47,148.89
"2112012C",2112,0,"Asian",0.45,13.33,62,33.88,44.19,49.51,75.32,121.95,143.75
"2112013C",2112,1,"White",0.56,13.33,68,27.93,33.85,36.15,61.53,107.63,147
"2112014C",2112,1,"White",0.9,13.33,69,32.88,43.38,46.47,69.29,159.29,156.37
"2112015C",2112,0,"White",-0.02,13.33,69,34.41,50.55,50.52,66.37,166.31,186.15
"2112016C",2112,1,"White",-0.32,13.33,62,41.55,43.7,48.54,64.82,141.04,139.09
"2112017C",2112,1,"White",-0.27,13.33,62,27.74,44.72,49.64,104.65,167.32,188.74
"2112020C",2112,0,"White",-0.22,13.33,67,34.33,42.26,48.14,72.01,109.68,147.24
"2112021C",2112,1,"White",0.97,13.33,63,30.8,39.91,46.36,72.9,146.95,167.26
"2112022C",2112,0,"Black",-0.64,13.33,63,31.95,33.89,39.16,58.45,89.54,108.83
"2115001C",2115,1,"Asian",1.4,0.51,60,30.88,34.02,37.57,45.7,113.19,145.02
"2115002C",2115,0,"White",-0.52,0.51,63,33.92,48.94,63.84,128.63,147.11,166.86
"2115003C",2115,0,"White",0.86,0.51,62,35.65,43.02,48.05,67.8,125.18,148.83
"2115005C",2115,0,"White",-1.31,0.51,61,36.13,40.91,51.16,62.18,151.43,180.39
"2115006C",2115,0,"White",0.97,0.51,63,38.35,42.44,46.95,67.72,126.78,167.46
"2115007C",2115,0,"White",0.7,0.51,72,51.61,72.25,88.85,125.64,163.93,181.98
"2115009C",2115,1,"White",1.05,0.51,64,31.87,39.51,45.84,57.28,149.13,159.89
"2115010C",2115,0,"White",0.51,0.51,63,31.3,37.04,38.43,47.9,90.95,126.01
"2115011C",2115,1,"White",1.41,0.51,64,33.44,42.32,42.82,65.72,145.23,152.94
"2115013C",2115,0,"White",0.81,0.51,73,49.49,53.92,59.82,88.94,165.06,148.56
"2115015C",2115,0,"White",0.34,0.51,64,25.12,24.54,26.97,30.12,91.92,104.79
"2115017C",2115,0,"White",1.72,0.51,63,29.05,37.77,49.49,76.1,145.13,167
"2115018C",2115,1,"White",0.35,0.51,70,46.49,55.77,63.76,123.25,145.91,169.81
"2115020C",2115,1,"Hispanic",1.17,0.51,73,35.3,42.12,48.75,57.03,164.41,186.55
"2115021C",2115,1,"White",1.1,0.51,61,41.83,53.9,58.24,91.51,149.48,181.51
"2115022C",2115,1,"White",0.9,0.51,66,39.06,43.35,47.22,85.24,134.86,156.16
"2115025C",2115,0,"White",0.34,0.51,64,25.13,31.96,29.54,45.37,126.84,167.46
"2116001C",2116,0,"Hispanic",-0.17,47.16,62,29.92,35.68,38.34,53.74,109.38,154.31
"2116002C",2116,1,"Black",0.17,47.16,66,23.05,33.87,34.81,50.9,83.96,145.39
"2116003C",2116,1,"White",-0.06,47.16,70,46.63,47.17,50.86,88.6,147.17,165.98
"2116004C",2116,1,"Black",-1,47.16,67,25.85,32.02,34.44,57.18,77.03,111.1
"2116005C",2116,0,"White",-0.29,47.16,58,26.4,31.94,38.98,51.61,115.58,140.79
"2116009C",2116,0,"White",-0.39,47.16,62,36.25,39.01,45.71,65.45,125.17,155.29
"2116010C",2116,0,"Black",-0.21,47.16,67,34.05,37.84,46.99,57.33,149.03,181.47
"2116013C",2116,1,"Black",0.09,47.16,66,26.08,31.86,39.61,49.6,112.99,127.09
"2116014C",2116,0,"Black",0.14,47.16,62,24.68,40.52,36.19,55.3,121.31,131.69
"2116015C",2116,0,"White",0.77,47.16,63,47.87,56.79,105.07,142.2,147.4,181.35
"2116016C",2116,0,"Hispanic",-0.11,47.16,61,24.8,30.3,32.71,39.69,78.64,102.5
"2116017C",2116,0,"Black",-0.62,47.16,61,25.53,37.98,36.18,45.54,101.44,94.38
"2116019C",2116,1,"Hispanic",0.61,47.16,66,28.37,29.23,34.44,39.84,61.63,84.06
"2116020C",2116,0,"White",0.09,47.16,66,31.84,35.6,38.31,57.7,129.5,140.94
"2116021C",2116,1,"White",0.14,47.16,69,37.13,41.16,43.04,54.95,70.63,90.88
"2116022C",2116,1,"Black",-0.57,47.16,63,25.48,30.64,35.52,39.51,101.53,126.11
"2116023C",2116,0,"Black",-0.1,47.16,66,35.07,44,44.53,60.33,126.34,164.36
"2116024C",2116,1,"White",1.1,47.16,60,27.44,28.96,30.7,36.2,65.9,105.33
"2116025C",2116,0,"White",-0.36,47.16,58,25.72,34.45,39.55,66.98,111.49,156.55
"2122001C",2122,0,"Asian",0.21,77.18,65,30.78,35.35,40.29,72.83,125.16,149.68
"2122003C",2122,1,"Hispanic",0.8,77.18,67,34.45,44.99,47.43,66.75,158.85,187.71
"2122004C",2122,0,"Hispanic",-0.94,77.18,64,25.81,36.2,33.23,53.99,119.47,133.03
"2122005C",2122,1,"Hispanic",-0.52,77.18,69,30.87,38.89,40.64,67.43,130.77,160.11
"2122007C",2122,0,"Hispanic",-0.96,77.18,58,24.48,24,24.05,30.33,59.34,112.73
"2122008C",2122,0,"Hispanic",-0.81,77.18,59,29.87,38.66,41.27,47.9,93.71,129.97
"2122009C",2122,1,"Hispanic",-0.83,77.18,66,23.07,25.33,29.64,40.27,58.38,69.5
"2125001C",2125,1,"Hispanic",-1.16,45.45,72,31,38.42,34.93,54.99,99.52,119.5
"2125003C",2125,0,"White",-0.17,45.45,66,27.63,43.35,40.16,76.33,129.86,150.93
"2125005C",2125,1,"White",-0.52,45.45,62,31.67,38.33,41.41,65.11,125.06,167.8
"2125006C",2125,1,"Black",-0.83,45.45,65,23.54,26.98,28.05,39.58,57.97,97
"2125007C",2125,0,"White",-0.28,45.45,69,27.7,43.84,46.68,66.04,105.56,130.11
"2125008C",2125,1,"White",0.17,45.45,72,36.93,45.68,47.6,65.87,142.52,159.79
"2125009C",2125,0,"Asian",-0.16,45.45,60,32.69,39.72,41.8,66.34,123.53,148.81
"2125010C",2125,1,"White",-0.55,45.45,65,32.31,45.85,42.56,80.17,125.4,145.74
"2125012C",2125,0,"White",0.02,45.45,66,34.83,40.8,49.15,66.04,125.6,162.03
"2125013C",2125,1,"White",-0.73,45.45,63,25.7,29.32,31.29,28.99,60.92,98.96
"2125014C",2125,1,"White",-0.38,45.45,72,32.67,38.66,47.22,71.33,134.05,169.13
"2125017C",2125,1,"White",-0.84,45.45,66,33.86,43.97,41.14,66.46,96.59,124.76
"2125018C",2125,1,"White",-0.83,45.45,57,22.48,28.85,24.64,27.83,77.84,112.04
"2125020C",2125,0,"Black",-1.31,45.45,54,31.33,32.41,34.5,44.88,83.38,93.23
"2125021C",2125,1,"Black",-0.43,45.45,61,24.22,29.69,31.27,47.75,70.8,92.22
"2125022C",2125,1,"Black",-0.75,45.45,61,24.07,34.73,38.59,55.97,91.82,116.02
"2125023C",2125,0,"Black",-0.64,45.45,70,26.42,32.84,36.51,64.66,111.57,128.1
"2125024C",2125,0,"Hispanic",-0.67,45.45,62,27.58,28.68,45.24,73.24,159.07,156.37
"3002002C",3002,0,"Hispanic",-0.39,45.45,65,26.97,48.22,45.88,72.97,141.05,168.92
"3002003C",3002,0,"Hispanic",-1.1,77.18,65,29.95,45.35,52.39,70.15,89.6,128.32
"3002004C",3002,1,"Hispanic",-0.47,45.45,66,28.37,42.31,36.47,55.91,105.6,136.22
"3002005C",3002,0,"Hispanic",-0.01,93,68,36.25,52.33,59.05,75.69,103.08,142.73
"3002008C",3002,0,"Hispanic",-1.04,45.45,68,32.06,57.92,50.36,90.03,107.83,152.12
"3002009C",3002,0,"Hispanic",-0.28,49.29,60,28.51,31.61,30.38,66.84,126.69,128.63
"3002011C",3002,0,"Hispanic",-1.31,77.18,58,25.07,30.83,27.86,44.36,64.61,83.36
"3002012C",3002,1,"Hispanic",-0.28,45.45,68,25.43,43.01,40.21,76.15,147.65,165.82
"3002016C",3002,0,"Black",-0.69,63.01,69,27.23,39.18,45.82,65.13,141.5,168.54
"3002019C",3002,0,"Hispanic",-1.11,63.01,63,29.37,28.38,24.24,38.67,83.51,104.15
"3002022C",3002,1,"Hispanic",-1.21,63.01,62,27.78,32.08,32.65,79.7,126.19,141.81
"3006001C",3006,0,"Asian",1.45,32.95,66,76.51,89.18,112.16,131.07,145.38,149.91
"3006002C",3006,1,"White",1.71,10.46,70,59.47,59.17,65.88,111.71,136.47,176.69
"3006003C",3006,0,"Asian",1.54,32.2,70,49.23,66.76,106.75,122.16,173.77,181.04
"3006004C",3006,1,"White",0.6,63.01,61,32.53,35.62,34.89,40.35,116.33,143.94
"3006005C",3006,1,"White",1.31,0.51,70,45.09,50.75,55.43,60.33,123.46,146.21
"3006007C",3006,0,"White",0.8,47.16,65,32.86,40.71,48.34,67.6,125.88,167.21
"3006008C",3006,0,"White",0.41,23.57,67,47.86,58.39,64.95,104.71,181.33,192.96
"3006009C",3006,1,"White",-0.7,47.16,69,37,46.44,45.98,75.33,142.52,147.05
"3006010C",3006,0,"White",0.87,2.92,64,30.52,47.06,48.49,87.95,149.06,179.82
"3006011C",3006,0,"White",0.44,74.17,69,36.94,44.41,47.41,88.22,139.95,176.75
"3006013C",3006,0,"White",-0.27,45.45,67,33.04,43.64,43.08,56.73,144.23,150.41
"3006014C",3006,1,"White",-0.05,47.16,71,37.53,46.02,48.56,67.72,159.55,182.14
"3006015C",3006,0,"White",1.02,2.92,60,34.71,42.18,39.81,50.73,125.2,149.68
"3006016C",3006,1,"White",0.95,2.92,71,36.87,51.38,51.14,69.84,125.69,178.2
"3006017C",3006,1,"White",0.24,47.16,63,28.15,44.89,49.88,61.26,122.8,148.21
"3006018C",3006,1,"White",1.2,3.44,72,50.18,51.32,56.29,88.71,155.54,183.13
"3006020C",3006,1,"White",0.48,74.17,60,25.66,31.87,41.56,56.28,126.76,167.46
"3006021C",3006,1,"White",0.65,47.65,71,43.85,48.09,53.42,104.52,153.8,182.49
"3006022C",3006,0,"White",0.84,74.17,71,53.87,63.68,61.37,84.55,145.06,168.16
"3006023C",3006,1,"White",1.09,3.44,71,40.01,49.93,55.07,80.44,126.04,145.57
"3006024C",3006,1,"White",-0.05,63.01,69,37.1,49.44,52.41,70.65,126.49,146.33
"3006025C",3006,0,"White",0.44,23.57,69,44.36,47.36,55.4,75.3,146.41,190.07
"3021001C",3021,0,"Asian",-0.62,63.01,63,30.65,33.62,51.21,65.95,107.35,123.32
"3021003C",3021,0,"White",-0.07,63.01,62,33.98,46.01,53.7,66.56,111.13,136.43
"3021004C",3021,1,"White",-0.49,63.01,62,36.25,54.94,79.5,95.53,148.77,168.37
"3021005C",3021,1,"White",-0.59,63.01,69,27.05,32.98,33.34,50.75,105.29,128.78
"3021006C",3021,1,"White",0.03,63.01,67,23.26,28.15,26.74,33.94,125.61,150.23
"3021009C",3021,1,"Black",-0.71,63.01,68,24.09,27.92,30.19,38.06,67.85,96.26
"3021010C",3021,1,"Black",0.6,63.01,72,25.96,29.78,34.06,57.96,73.58,149.25
"3021011C",3021,1,"Asian",-0.79,63.01,66,28.76,43.4,50.5,64.99,117.14,127.09
"3021012C",3021,1,"White",0.64,63.01,67,38.98,35.26,50.46,59.95,104.68,121.74
"3021016C",3021,0,"Asian",0.5,63.01,61,26.17,33.95,39.39,54.35,90.47,139.95
"3021017C",3021,1,"Black",-0.67,63.01,62,27.46,40.28,57.19,70.6,108.41,142.72
"3021018C",3021,1,"White",-0.95,63.01,65,25.8,30.62,45.27,55.81,75.03,126.15
"3021019C",3021,1,"White",-0.56,63.01,69,33.29,49.46,55.56,73.89,127.75,154.43
"3021020C",3021,0,"Black",0.01,63.01,63,36.43,40.92,52.92,65.82,109.14,125.69
"3021021C",3021,0,"White",-0.69,63.01,65,27.86,45.35,49.39,61.56,115.23,126.63
"3021024C",3021,0,"White",-0.51,63.01,72,31.06,59.86,63.54,74.65,98.71,115.55
"3022001C",3022,0,"Hispanic",0.31,23.57,71,100.56,142.49,152.79,159.06,169.41,195.04
"3022003C",3022,0,"White",0.72,23.57,67,39.25,46.26,57.2,77.55,132.3,165.04
"3022005C",3022,1,"White",0.58,23.57,73,30.97,40.05,55.72,83.47,146.35,181.41
"3022006C",3022,1,"White",-0.19,23.57,66,34.56,52.13,54.48,70.21,93.17,122.63
"3022007C",3022,0,"White",-0.44,23.57,65,39.16,43.4,57.6,84.04,126.15,141.9
"3022008C",3022,1,"Hispanic",0.59,23.57,64,29.01,30.32,35.26,43.49,91.21,125.2
"3022010C",3022,0,"Black",1.43,23.57,71,54.94,68.82,83.06,93.37,128.37,166.14
"3022011C",3022,1,"White",-0.13,23.57,72,42.99,51.31,58.39,104.73,148.03,148.56
"3022014C",3022,1,"White",0.78,23.57,70,38.44,48.28,58.37,86.39,117.25,149.55
"3022015C",3022,1,"White",-0.54,23.57,71,36.81,49.05,49.66,70.67,128.36,148.09
"3022016C",3022,1,"Black",-1.18,23.57,63,27.71,37.24,33.45,50.42,102.67,119.89
"3022017C",3022,0,"White",1.11,23.57,66,25.29,41.57,46.02,56.38,156.65,180.6
"3022019C",3022,1,"White",0.65,23.57,61,37.47,51.87,60.07,97.14,147.23,160.88
"3022020C",3022,1,"White",0.79,23.57,63,47.28,56.26,73.45,100.32,171.42,192.62
"3022022C",3022,1,"White",0.34,23.57,63,32.5,43.39,50.19,84.99,143.67,167.7
"3022023C",3022,0,"White",-0.57,23.57,66,38.86,39.1,42.27,46.36,126.68,158.99
"3022024C",3022,0,"Black",-0.18,23.57,63,31.4,39.62,44.52,51.65,105.5,136.29
"3023001C",3023,0,"White",-0.52,74.17,69,24.4,38.59,47.74,50.41,105.62,127.25
"3023002C",3023,1,"White",-0.54,74.17,71,35.11,44.5,52.44,88.13,150.14,162.09
"3023003C",3023,1,"White",-0.51,74.17,66,37.55,40.91,52.87,59.18,136.24,149.02
"3023004C",3023,1,"White",-0.44,74.17,64,26.32,43.22,45.5,50.97,107.7,129.88
"3023005C",3023,0,"Black",-0.11,74.17,67,35.8,42.45,52.76,76.76,143.84,164.29
"3023006C",3023,0,"Black",-1.06,74.17,65,25.1,30.93,34.92,40.94,72.04,123.85
"3023008C",3023,0,"White",0.05,74.17,71,30.99,35.87,43.59,59.7,102.58,124.2
"3023009C",3023,1,"White",-0.15,74.17,65,24.7,27.32,30.45,36.9,63.33,76.61
"3023010C",3023,0,"Black",-0.34,74.17,64,30.87,37.43,39.18,49.56,122.38,162.24
"3023012C",3023,0,"White",-0.96,74.17,67,35.7,46.02,55.25,117.38,154.66,183.9
"3023015C",3023,1,"White",0.06,74.17,62,32.41,39.94,53.65,72.09,101.69,94.38
"3023016C",3023,1,"Black",-0.81,74.17,72,28.5,41.29,44.77,122.05,126.25,168.38
"3023017C",3023,1,"White",0.27,74.17,67,34.81,48.03,42.42,121.06,155.68,167.31
"3023019C",3023,1,"White",-0.53,74.17,67,37.45,40.18,51.58,51.22,105.47,134.54
"3023020C",3023,1,"Black",-0.68,74.17,66,23.14,26.59,27.84,40.02,68.54,89.35
"3023023C",3023,1,"White",-0.15,74.17,68,27.39,43,57.39,57.1,106.62,125.86
"3023024C",3023,1,"Black",-0.64,74.17,68,24.63,24.98,26.25,39.81,85.11,87.72
"3024001C",3024,1,"Hispanic",0.15,33.79,62,32.34,34.93,42.73,66.7,127.21,145.95
"3024003C",3024,1,"Black",0.08,33.79,68,25.56,43.59,47.91,69.48,103.03,130.56
"3024005C",3024,0,"White",1.38,33.79,66,43.56,54.19,58.44,104.16,164.53,191.67
"3024007C",3024,0,"White",0.47,33.79,72,41.42,51.7,57.38,95.23,137.09,169.89
"3024009C",3024,0,"Black",-0.7,33.79,70,26.41,35.18,45.27,66.57,126.08,162.62
"3024011C",3024,1,"Black",-0.63,33.79,66,24.98,32.87,36.18,45.14,91.52,113.28
"3024012C",3024,1,"White",0.51,33.79,70,26.22,40.62,46.14,64.1,89.4,125.36
"3024013C",3024,0,"Black",-0.76,33.79,61,26.83,47.35,50.67,79.87,125.79,151.31
"3024014C",3024,0,"White",-0.4,33.79,65,40.72,49.2,61.15,95.13,147.41,181.48
"3024015C",3024,1,"White",0.54,33.79,67,30.88,44.43,53.56,73.04,145.4,166.08
"3024016C",3024,0,"White",-0.48,33.79,64,28.38,40.55,50.69,104.95,158.11,198.38
"3024017C",3024,1,"White",-0.61,33.79,66,24.68,40.84,38.27,47.06,106.47,140.16
"3024018C",3024,1,"Black",0.38,33.79,64,28.92,42.19,50.51,64.11,116.03,148.4
"3024019C",3024,0,"Black",-0.25,33.79,72,31.76,47.97,56.44,66.56,109.81,146.36
"3024021C",3024,0,"White",0.34,33.79,69,40.55,51.37,51.5,76.54,153.54,161.4
"3024022C",3024,0,"White",-0.41,33.79,70,29.36,42.62,45.88,75.65,103.96,142.69
"3024023C",3024,0,"White",-0.48,33.79,71,29.55,39.17,52.11,67.41,103.86,124.47
"3024024C",3024,1,"White",-0.64,33.79,71,30.08,36.13,50.05,78.42,125.63,140.3
